timestamp,imsi,lac_id,cell_id,realtime,year,month,day,hour,minute,second,base_id,longitude,latitude
1.54E+12,4.60E+17,16789,67200780,2.02E+13,2018,10,3,8,5,50,16789-67200780,123.4396362,41.80488968
1.54E+12,4.60E+17,16789,67200820,2.02E+13,2018,10,3,8,7,32,16789-67200820,123.4396362,41.80488968
1.54E+12,4.60E+17,16789,67200820,2.02E+13,2018,10,3,8,17,50,16789-67200820,123.4396362,41.80488968
1.54E+12,4.60E+17,16789,67200820,2.02E+13,2018,10,3,8,21,45,16789-67200820,123.4396362,41.80488968
1.54E+12,4.60E+17,16789,67200820,2.02E+13,2018,10,3,8,22,33,16789-67200820,123.4396362,41.80488968
1.54E+12,4.60E+17,16789,67200780,2.02E+13,2018,10,3,8,30,38,16789-67200780,123.4396362,41.80488968
1.54E+12,4.60E+17,16789,67200820,2.02E+13,2018,10,3,8,33,46,16789-67200820,123.4396362,41.80488968
1.54E+12,4.60E+17,16789,67200820,2.02E+13,2018,10,3,8,39,3,16789-67200820,123.4396362,41.80488968
1.54E+12,4.60E+17,16789,67200820,2.02E+13,2018,10,3,8,51,50,16789-67200820,123.4396362,41.80488968
1.54E+12,4.60E+17,16789,67200820,2.02E+13,2018,10,3,8,52,4,16789-67200820,123.4396362,41.80488968
1.54E+12,4.60E+17,16789,67200820,2.02E+13,2018,10,3,8,59,34,16789-67200820,123.4396362,41.80488968
1.54E+12,4.60E+17,16789,67200820,2.02E+13,2018,10,3,9,26,54,16789-67200820,123.4396362,41.80488968
1.54E+12,4.60E+17,16789,67200780,2.02E+13,2018,10,3,9,29,32,16789-67200780,123.4396362,41.80488968
1.54E+12,4.60E+17,16789,67200820,2.02E+13,2018,10,3,9,36,26,16789-67200820,123.4396362,41.80488968
1.54E+12,4.60E+17,16789,67483956,2.02E+13,2018,10,3,9,46,56,16789-67483956,123.4359436,41.80569839
1.54E+12,4.60E+17,16789,67475468,2.02E+13,2018,10,3,9,54,53,16789-67475468,123.4312515,41.80846024
1.54E+12,4.60E+17,16789,67475468,2.02E+13,2018,10,3,12,4,23,16789-67475468,123.4312515,41.80846024
1.54E+12,4.60E+17,16789,67475508,2.02E+13,2018,10,3,13,35,30,16789-67475508,123.4312515,41.80846024
1.54E+12,4.60E+17,16789,67475508,2.02E+13,2018,10,3,13,55,15,16789-67475508,123.4312515,41.80846024
1.54E+12,4.60E+17,16789,67475468,2.02E+13,2018,10,3,15,51,1,16789-67475468,123.4312515,41.80846024
1.54E+12,4.60E+17,16789,67475508,2.02E+13,2018,10,3,18,57,6,16789-67475508,123.4312515,41.80846024
1.54E+12,4.60E+17,16789,67314198,2.02E+13,2018,10,3,19,24,56,16789-67314198,123.4344177,41.81195831
1.54E+12,4.60E+17,16789,67314199,2.02E+13,2018,10,3,19,38,8,16789-67314199,123.4344177,41.81195831
1.54E+12,4.60E+17,16789,67314199,2.02E+13,2018,10,3,19,58,16,16789-67314199,123.4344177,41.81195831
1.54E+12,4.60E+17,16789,67313941,2.02E+13,2018,10,3,20,18,45,16789-67313941,123.4344177,41.81195831
1.54E+12,4.60E+17,16789,67314199,2.02E+13,2018,10,3,20,22,49,16789-67314199,123.4344177,41.81195831
1.54E+12,4.60E+17,16789,67572236,2.02E+13,2018,10,3,20,31,2,16789-67572236,123.4262009,41.81328964
1.54E+12,4.60E+17,16789,61397123,2.02E+13,2018,10,3,20,32,1,16789-61397123,123.4290314,41.81130981
1.54E+12,4.60E+17,16789,61397124,2.02E+13,2018,10,3,20,33,50,16789-61397124,123.4290314,41.81130981
1.54E+12,4.60E+17,16789,61397124,2.02E+13,2018,10,3,20,37,55,16789-61397124,123.4290314,41.81130981
1.54E+12,4.60E+17,16789,67681055,2.02E+13,2018,10,3,20,43,31,16789-67681055,123.4121704,41.8152504
1.54E+12,4.60E+17,16789,67681055,2.02E+13,2018,10,3,20,45,26,16789-67681055,123.4121704,41.8152504
1.54E+12,4.60E+17,16789,67567935,2.02E+13,2018,10,3,21,5,34,16789-67567935,123.4159698,41.80778122
1.54E+12,4.60E+17,16789,67567935,2.02E+13,2018,10,3,21,6,12,16789-67567935,123.4159698,41.80778122
1.54E+12,4.60E+17,16789,67567935,2.02E+13,2018,10,3,21,57,46,16789-67567935,123.4159698,41.80778122
1.54E+12,4.60E+17,16789,67567924,2.02E+13,2018,10,3,22,11,3,16789-67567924,123.4159698,41.80778122
1.54E+12,4.60E+17,16789,2614580,2.02E+13,2018,10,3,22,11,28,16789-2614580,123.411911,41.81045914
1.54E+12,4.60E+17,16789,2614540,2.02E+13,2018,10,3,22,19,55,16789-2614540,123.411911,41.81045914
1.54E+12,4.60E+17,16789,67567923,2.02E+13,2018,10,3,22,55,53,16789-67567923,123.4159698,41.80778122
1.54E+12,4.60E+17,16789,67567925,2.02E+13,2018,10,3,23,1,17,16789-67567925,123.4159698,41.80778122
1.54E+12,4.60E+17,16789,67567884,2.02E+13,2018,10,3,23,4,32,16789-67567884,123.4159698,41.80778122
1.54E+12,4.60E+17,16789,67567923,2.02E+13,2018,10,3,23,20,55,16789-67567923,123.4159698,41.80778122
1.54E+12,4.60E+17,16789,67567923,2.02E+13,2018,10,3,23,22,17,16789-67567923,123.4159698,41.80778122
1.54E+12,4.60E+17,16789,67567884,2.02E+13,2018,10,3,23,26,37,16789-67567884,123.4159698,41.80778122
1.54E+12,4.60E+17,16789,67567884,2.02E+13,2018,10,3,23,27,25,16789-67567884,123.4159698,41.80778122
1.54E+12,4.60E+17,16789,67567924,2.02E+13,2018,10,3,23,35,57,16789-67567924,123.4159698,41.80778122
1.54E+12,4.60E+17,16789,67567924,2.02E+13,2018,10,3,23,36,14,16789-67567924,123.4159698,41.80778122
1.54E+12,4.60E+17,16789,67436852,2.02E+13,2018,10,3,23,51,32,16789-67436852,123.4128571,41.80469894
1.54E+12,4.60E+17,16882,67181885,2.02E+13,2018,10,3,0,36,1,16882-67181885,123.4503174,41.78078079
1.54E+12,4.60E+17,16882,67181885,2.02E+13,2018,10,3,1,36,4,16882-67181885,123.4503174,41.78078079
1.54E+12,4.60E+17,16882,67181885,2.02E+13,2018,10,3,2,51,8,16882-67181885,123.4503174,41.78078079
1.54E+12,4.60E+17,16882,67181885,2.02E+13,2018,10,3,4,30,21,16882-67181885,123.4503174,41.78078079
1.54E+12,4.60E+17,16882,67181885,2.02E+13,2018,10,3,4,51,45,16882-67181885,123.4503174,41.78078079
1.54E+12,4.60E+17,16882,67181885,2.02E+13,2018,10,3,9,34,30,16882-67181885,123.4503174,41.78078079
1.54E+12,4.60E+17,16882,67181875,2.02E+13,2018,10,3,9,35,7,16882-67181875,123.4503174,41.78078079
1.54E+12,4.60E+17,16882,67181835,2.02E+13,2018,10,3,9,37,37,16882-67181835,123.4503174,41.78078079
1.54E+12,4.60E+17,16882,67181375,2.02E+13,2018,10,3,9,38,15,16882-67181375,123.45047,41.77920914
1.54E+12,4.60E+17,16402,67480097,2.02E+13,2018,10,3,9,45,6,16402-67480097,123.4378204,41.75955963
1.54E+12,4.60E+17,16402,67468576,2.02E+13,2018,10,3,9,45,18,16402-67468576,123.4326324,41.76139069
1.54E+12,4.60E+17,16402,67470348,2.02E+13,2018,10,3,9,46,55,16402-67470348,123.4354477,41.75598145
1.54E+12,4.60E+17,16650,61344132,2.02E+13,2018,10,3,9,55,36,16650-61344132,123.4528885,41.70713043
1.54E+12,4.60E+17,16650,67532556,2.02E+13,2018,10,3,9,56,47,16650-67532556,123.4351273,41.69882965
1.54E+12,4.60E+17,16650,12599685,2.02E+13,2018,10,3,10,2,44,16650-12599685,123.3497086,41.71292114
1.54E+12,4.60E+17,16650,12959619,2.02E+13,2018,10,3,10,2,46,16650-12959619,123.319313,41.70632172
1.54E+12,4.60E+17,16648,2192435,2.02E+13,2018,10,3,10,12,57,16648-2192435,123.3122177,41.56336975
1.54E+12,4.60E+17,16648,67726859,2.02E+13,2018,10,3,10,13,10,16648-67726859,123.33004,41.57017899
1.54E+12,4.60E+17,16648,235023371,2.02E+13,2018,10,3,10,16,53,16648-235023371,123.3370209,41.51704025
1.54E+12,4.60E+17,16648,235023372,2.02E+13,2018,10,3,10,19,33,16648-235023372,123.3370209,41.51704025
1.54E+12,4.60E+17,16648,54565704,2.02E+13,2018,10,3,10,26,18,16648-54565704,123.3372116,41.52492142
1.54E+12,4.60E+17,16648,12614532,2.02E+13,2018,10,3,10,30,45,16648-12614532,123.3352509,41.53427887
1.54E+12,4.60E+17,16648,12614532,2.02E+13,2018,10,3,10,30,54,16648-12614532,123.3352509,41.53427887
1.54E+12,4.60E+17,16648,12614532,2.02E+13,2018,10,3,10,36,54,16648-12614532,123.3352509,41.53427887
1.54E+12,4.60E+17,16648,67297037,2.02E+13,2018,10,3,10,44,44,16648-67297037,123.3458862,41.53760147
1.54E+12,4.60E+17,16648,67297037,2.02E+13,2018,10,3,10,52,15,16648-67297037,123.3458862,41.53760147
1.54E+12,4.60E+17,16648,67297037,2.02E+13,2018,10,3,11,9,1,16648-67297037,123.3458862,41.53760147
1.54E+12,4.60E+17,16648,67297844,2.02E+13,2018,10,3,11,11,2,16648-67297844,123.3478012,41.55226898
1.54E+12,4.60E+17,16648,12614532,2.02E+13,2018,10,3,11,58,1,16648-12614532,123.3352509,41.53427887
1.54E+12,4.60E+17,16648,67297037,2.02E+13,2018,10,3,12,8,7,16648-67297037,123.3458862,41.53760147
1.54E+12,4.60E+17,16648,67297037,2.02E+13,2018,10,3,12,32,30,16648-67297037,123.3458862,41.53760147
1.54E+12,4.60E+17,16648,12614532,2.02E+13,2018,10,3,13,2,40,16648-12614532,123.3352509,41.53427887
1.54E+12,4.60E+17,16648,67297037,2.02E+13,2018,10,3,13,3,4,16648-67297037,123.3458862,41.53760147
1.54E+12,4.60E+17,16648,235023372,2.02E+13,2018,10,3,13,30,41,16648-235023372,123.3370209,41.51704025
1.54E+12,4.60E+17,16648,235023372,2.02E+13,2018,10,3,13,45,41,16648-235023372,123.3370209,41.51704025
1.54E+12,4.60E+17,16648,235023372,2.02E+13,2018,10,3,14,5,24,16648-235023372,123.3370209,41.51704025
1.54E+12,4.60E+17,16648,235023372,2.02E+13,2018,10,3,14,13,18,16648-235023372,123.3370209,41.51704025
1.54E+12,4.60E+17,16648,235023372,2.02E+13,2018,10,3,14,14,49,16648-235023372,123.3370209,41.51704025
1.54E+12,4.60E+17,16648,235023372,2.02E+13,2018,10,3,14,18,45,16648-235023372,123.3370209,41.51704025
1.54E+12,4.60E+17,16648,235023372,2.02E+13,2018,10,3,14,35,32,16648-235023372,123.3370209,41.51704025
1.54E+12,4.60E+17,16648,235023372,2.02E+13,2018,10,3,15,41,9,16648-235023372,123.3370209,41.51704025
1.54E+12,4.60E+17,16648,67297844,2.02E+13,2018,10,3,16,38,17,16648-67297844,123.3478012,41.55226898
1.54E+12,4.60E+17,16648,67719693,2.02E+13,2018,10,3,16,55,32,16648-67719693,123.3740692,41.51490021
1.54E+12,4.60E+17,16648,67297037,2.02E+13,2018,10,3,16,57,19,16648-67297037,123.3458862,41.53760147
1.54E+12,4.60E+17,16648,2263052,2.02E+13,2018,10,3,17,2,17,16648-2263052,123.3864212,41.516819
1.54E+12,4.60E+17,16648,235023371,2.02E+13,2018,10,3,17,20,50,16648-235023371,123.3370209,41.51704025
1.54E+12,4.60E+17,16648,235240716,2.02E+13,2018,10,3,17,21,22,16648-235240716,123.3301086,41.53659821
1.54E+12,4.60E+17,16648,235240717,2.02E+13,2018,10,3,17,22,16,16648-235240717,123.3301086,41.53659821
1.54E+12,4.60E+17,16650,67562253,2.02E+13,2018,10,3,17,43,37,16650-67562253,123.3214417,41.69348907
1.54E+12,4.60E+17,16650,67522337,2.02E+13,2018,10,3,17,48,10,16650-67522337,123.3683319,41.71891022
1.54E+12,4.60E+17,16647,60669837,2.02E+13,2018,10,3,18,5,19,16647-60669837,123.4412384,41.76774979
1.54E+12,4.60E+17,16647,67179021,2.02E+13,2018,10,3,18,6,53,16647-67179021,123.4430695,41.77388
1.54E+12,4.60E+17,16882,67182655,2.02E+13,2018,10,3,18,8,48,16882-67182655,123.4439316,41.78248978
1.54E+12,4.60E+17,16882,67183167,2.02E+13,2018,10,3,18,10,6,16882-67183167,123.4499664,41.78374863
1.54E+12,4.60E+17,16882,67183166,2.02E+13,2018,10,3,18,12,28,16882-67183166,123.4499664,41.78374863
1.54E+12,4.60E+17,16882,67181835,2.02E+13,2018,10,3,18,15,50,16882-67181835,123.4503174,41.78078079
1.54E+12,4.60E+17,16882,67181835,2.02E+13,2018,10,3,18,20,12,16882-67181835,123.4503174,41.78078079
1.54E+12,4.60E+17,16882,67181835,2.02E+13,2018,10,3,18,20,13,16882-67181835,123.4503174,41.78078079
1.54E+12,4.60E+17,16882,67181885,2.02E+13,2018,10,3,21,51,11,16882-67181885,123.4503174,41.78078079
1.54E+12,4.60E+17,16655,235035926,2.02E+13,2018,10,3,6,15,50,16655-235035926,123.409462,41.7925415
1.54E+12,4.60E+17,16655,235035926,2.02E+13,2018,10,3,6,16,15,16655-235035926,123.409462,41.7925415
1.54E+12,4.60E+17,16401,67446283,2.02E+13,2018,10,3,7,15,25,16401-67446283,123.4088821,41.7910614
1.54E+12,4.60E+17,16640,67443980,2.02E+13,2018,10,3,7,23,4,16640-67443980,123.4151917,41.79349136
1.54E+12,4.60E+17,16401,67447308,2.02E+13,2018,10,3,7,23,46,16401-67447308,123.4161072,41.78958893
1.54E+12,4.60E+17,16401,67447357,2.02E+13,2018,10,3,7,35,10,16401-67447357,123.4161072,41.78958893
1.54E+12,4.60E+17,16401,67447357,2.02E+13,2018,10,3,7,35,10,16401-67447357,123.4161072,41.78958893
1.54E+12,4.60E+17,16655,67444277,2.02E+13,2018,10,3,7,47,16,16655-67444277,123.4118195,41.79265976
1.54E+12,4.60E+17,16655,235209238,2.02E+13,2018,10,3,7,55,21,16655-235209238,123.4084473,41.79283905
1.54E+12,4.60E+17,16655,67444257,2.02E+13,2018,10,3,7,57,33,16655-67444257,123.4118195,41.79265976
1.54E+12,4.60E+17,16401,67447308,2.02E+13,2018,10,3,8,3,10,16401-67447308,123.4161072,41.78958893
1.54E+12,4.60E+17,16640,67444030,2.02E+13,2018,10,3,8,11,26,16640-67444030,123.4151917,41.79349136
1.54E+12,4.60E+17,16401,67446283,2.02E+13,2018,10,3,8,16,17,16401-67446283,123.4088821,41.7910614
1.54E+12,4.60E+17,16401,67446333,2.02E+13,2018,10,3,8,18,33,16401-67446333,123.4088821,41.7910614
1.54E+12,4.60E+17,16401,67446333,2.02E+13,2018,10,3,8,20,59,16401-67446333,123.4088821,41.7910614
1.54E+12,4.60E+17,16401,67446333,2.02E+13,2018,10,3,8,21,19,16401-67446333,123.4088821,41.7910614
1.54E+12,4.60E+17,16401,67446325,2.02E+13,2018,10,3,8,29,54,16401-67446325,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,235209238,2.02E+13,2018,10,3,8,38,59,16655-235209238,123.4084473,41.79283905
1.54E+12,4.60E+17,16401,67446323,2.02E+13,2018,10,3,9,6,26,16401-67446323,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,235209238,2.02E+13,2018,10,3,9,6,29,16655-235209238,123.4084473,41.79283905
1.54E+12,4.60E+17,16655,235209238,2.02E+13,2018,10,3,9,7,57,16655-235209238,123.4084473,41.79283905
1.54E+12,4.60E+17,16655,67441727,2.02E+13,2018,10,3,9,8,47,16655-67441727,123.40905,41.79639816
1.54E+12,4.60E+17,16401,67446335,2.02E+13,2018,10,3,9,10,38,16401-67446335,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,61396356,2.02E+13,2018,10,3,9,15,53,16655-61396356,123.4078903,41.79399109
1.54E+12,4.60E+17,16655,235209238,2.02E+13,2018,10,3,9,18,16,16655-235209238,123.4084473,41.79283905
1.54E+12,4.60E+17,16401,67446283,2.02E+13,2018,10,3,9,18,44,16401-67446283,123.4088821,41.7910614
1.54E+12,4.60E+17,16401,67446323,2.02E+13,2018,10,3,9,20,18,16401-67446323,123.4088821,41.7910614
1.54E+12,4.60E+17,16401,67446333,2.02E+13,2018,10,3,9,31,6,16401-67446333,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,61396276,2.02E+13,2018,10,3,9,51,46,16655-61396276,123.4078903,41.79399109
1.54E+12,4.60E+17,16401,67446333,2.02E+13,2018,10,3,9,57,4,16401-67446333,123.4088821,41.7910614
1.54E+12,4.60E+17,16401,67446333,2.02E+13,2018,10,3,9,58,10,16401-67446333,123.4088821,41.7910614
1.54E+12,4.60E+17,16401,67446333,2.02E+13,2018,10,3,9,58,11,16401-67446333,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,235209238,2.02E+13,2018,10,3,9,58,17,16655-235209238,123.4084473,41.79283905
1.54E+12,4.60E+17,16655,61396356,2.02E+13,2018,10,3,9,58,41,16655-61396356,123.4078903,41.79399109
1.54E+12,4.60E+17,16401,67446333,2.02E+13,2018,10,3,9,59,31,16401-67446333,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,61396356,2.02E+13,2018,10,3,10,6,27,16655-61396356,123.4078903,41.79399109
1.54E+12,4.60E+17,16655,235209238,2.02E+13,2018,10,3,10,22,59,16655-235209238,123.4084473,41.79283905
1.54E+12,4.60E+17,16655,235209238,2.02E+13,2018,10,3,10,27,1,16655-235209238,123.4084473,41.79283905
1.54E+12,4.60E+17,16655,235209238,2.02E+13,2018,10,3,10,34,59,16655-235209238,123.4084473,41.79283905
1.54E+12,4.60E+17,16401,67446325,2.02E+13,2018,10,3,10,45,22,16401-67446325,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,67444286,2.02E+13,2018,10,3,11,3,24,16655-67444286,123.4118195,41.79265976
1.54E+12,4.60E+17,16655,67444286,2.02E+13,2018,10,3,11,3,50,16655-67444286,123.4118195,41.79265976
1.54E+12,4.60E+17,16655,67441676,2.02E+13,2018,10,3,11,10,44,16655-67441676,123.40905,41.79639816
1.54E+12,4.60E+17,16655,235209238,2.02E+13,2018,10,3,11,16,38,16655-235209238,123.4084473,41.79283905
1.54E+12,4.60E+17,16655,67441727,2.02E+13,2018,10,3,11,20,53,16655-67441727,123.40905,41.79639816
1.54E+12,4.60E+17,16655,61396356,2.02E+13,2018,10,3,11,38,16,16655-61396356,123.4078903,41.79399109
1.54E+12,4.60E+17,16401,67446283,2.02E+13,2018,10,3,11,39,54,16401-67446283,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,235209238,2.02E+13,2018,10,3,11,46,53,16655-235209238,123.4084473,41.79283905
1.54E+12,4.60E+17,16655,67441727,2.02E+13,2018,10,3,11,58,52,16655-67441727,123.40905,41.79639816
1.54E+12,4.60E+17,16401,67446333,2.02E+13,2018,10,3,12,1,42,16401-67446333,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,61396356,2.02E+13,2018,10,3,12,4,18,16655-61396356,123.4078903,41.79399109
1.54E+12,4.60E+17,16401,67446323,2.02E+13,2018,10,3,12,21,23,16401-67446323,123.4088821,41.7910614
1.54E+12,4.60E+17,16401,67446283,2.02E+13,2018,10,3,12,40,45,16401-67446283,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,235209238,2.02E+13,2018,10,3,12,43,49,16655-235209238,123.4084473,41.79283905
1.54E+12,4.60E+17,16655,61396356,2.02E+13,2018,10,3,12,47,4,16655-61396356,123.4078903,41.79399109
1.54E+12,4.60E+17,16655,67444277,2.02E+13,2018,10,3,12,49,9,16655-67444277,123.4118195,41.79265976
1.54E+12,4.60E+17,16401,67446333,2.02E+13,2018,10,3,12,59,15,16401-67446333,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,235209238,2.02E+13,2018,10,3,13,7,40,16655-235209238,123.4084473,41.79283905
1.54E+12,4.60E+17,16401,67446333,2.02E+13,2018,10,3,13,7,42,16401-67446333,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,67441676,2.02E+13,2018,10,3,13,18,40,16655-67441676,123.40905,41.79639816
1.54E+12,4.60E+17,16401,67446283,2.02E+13,2018,10,3,13,43,10,16401-67446283,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,67444277,2.02E+13,2018,10,3,13,54,45,16655-67444277,123.4118195,41.79265976
1.54E+12,4.60E+17,16401,67446324,2.02E+13,2018,10,3,13,57,16,16401-67446324,123.4088821,41.7910614
1.54E+12,4.60E+17,16401,67447348,2.02E+13,2018,10,3,14,2,23,16401-67447348,123.4161072,41.78958893
1.54E+12,4.60E+17,16655,67444276,2.02E+13,2018,10,3,14,7,53,16655-67444276,123.4118195,41.79265976
1.54E+12,4.60E+17,16401,67446323,2.02E+13,2018,10,3,14,14,1,16401-67446323,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,67444277,2.02E+13,2018,10,3,14,16,15,16655-67444277,123.4118195,41.79265976
1.54E+12,4.60E+17,16401,67446323,2.02E+13,2018,10,3,14,17,36,16401-67446323,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,235209238,2.02E+13,2018,10,3,14,27,58,16655-235209238,123.4084473,41.79283905
1.54E+12,4.60E+17,16655,61396356,2.02E+13,2018,10,3,14,37,25,16655-61396356,123.4078903,41.79399109
1.54E+12,4.60E+17,16401,67446323,2.02E+13,2018,10,3,14,41,58,16401-67446323,123.4088821,41.7910614
1.54E+12,4.60E+17,16401,67446333,2.02E+13,2018,10,3,14,43,42,16401-67446333,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,67441716,2.02E+13,2018,10,3,14,49,24,16655-67441716,123.40905,41.79639816
1.54E+12,4.60E+17,16401,67446323,2.02E+13,2018,10,3,14,52,39,16401-67446323,123.4088821,41.7910614
1.54E+12,4.60E+17,16401,67446325,2.02E+13,2018,10,3,14,52,53,16401-67446325,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,61396356,2.02E+13,2018,10,3,14,57,22,16655-61396356,123.4078903,41.79399109
1.54E+12,4.60E+17,16401,67446323,2.02E+13,2018,10,3,14,57,24,16401-67446323,123.4088821,41.7910614
1.54E+12,4.60E+17,16401,67446323,2.02E+13,2018,10,3,15,5,44,16401-67446323,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,235209238,2.02E+13,2018,10,3,15,18,50,16655-235209238,123.4084473,41.79283905
1.54E+12,4.60E+17,16401,67446333,2.02E+13,2018,10,3,15,21,53,16401-67446333,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,61396276,2.02E+13,2018,10,3,15,29,27,16655-61396276,123.4078903,41.79399109
1.54E+12,4.60E+17,16401,67446333,2.02E+13,2018,10,3,15,31,52,16401-67446333,123.4088821,41.7910614
1.54E+12,4.60E+17,16401,67446333,2.02E+13,2018,10,3,15,36,59,16401-67446333,123.4088821,41.7910614
1.54E+12,4.60E+17,16401,67446333,2.02E+13,2018,10,3,15,41,59,16401-67446333,123.4088821,41.7910614
1.54E+12,4.60E+17,16401,67446333,2.02E+13,2018,10,3,15,43,31,16401-67446333,123.4088821,41.7910614
1.54E+12,4.60E+17,16401,67446283,2.02E+13,2018,10,3,15,47,33,16401-67446283,123.4088821,41.7910614
1.54E+12,4.60E+17,16401,67446323,2.02E+13,2018,10,3,15,49,41,16401-67446323,123.4088821,41.7910614
1.54E+12,4.60E+17,16401,67446333,2.02E+13,2018,10,3,15,51,1,16401-67446333,123.4088821,41.7910614
1.54E+12,4.60E+17,16401,67446283,2.02E+13,2018,10,3,15,55,3,16401-67446283,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,61396356,2.02E+13,2018,10,3,15,57,9,16655-61396356,123.4078903,41.79399109
1.54E+12,4.60E+17,16401,67446285,2.02E+13,2018,10,3,15,57,16,16401-67446285,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,61396356,2.02E+13,2018,10,3,16,5,45,16655-61396356,123.4078903,41.79399109
1.54E+12,4.60E+17,16401,67446333,2.02E+13,2018,10,3,16,11,47,16401-67446333,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,61396356,2.02E+13,2018,10,3,16,15,21,16655-61396356,123.4078903,41.79399109
1.54E+12,4.60E+17,16401,67446333,2.02E+13,2018,10,3,16,20,52,16401-67446333,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,61396356,2.02E+13,2018,10,3,16,27,58,16655-61396356,123.4078903,41.79399109
1.54E+12,4.60E+17,16401,67446333,2.02E+13,2018,10,3,16,34,15,16401-67446333,123.4088821,41.7910614
1.54E+12,4.60E+17,16401,67446325,2.02E+13,2018,10,3,16,48,56,16401-67446325,123.4088821,41.7910614
1.54E+12,4.60E+17,16401,67446285,2.02E+13,2018,10,3,16,51,36,16401-67446285,123.4088821,41.7910614
1.54E+12,4.60E+17,16655,235209238,2.02E+13,2018,10,3,16,56,2,16655-235209238,123.4084473,41.79283905
1.54E+12,4.60E+17,16655,61396276,2.02E+13,2018,10,3,17,2,48,16655-61396276,123.4078903,41.79399109
1.54E+12,4.60E+17,16401,67446285,2.02E+13,2018,10,3,17,6,4,16401-67446285,123.4088821,41.7910614
1.54E+12,4.60E+17,16401,67446283,2.02E+13,2018,10,3,17,13,27,16401-67446283,123.4088821,41.7910614
